airline_sentiment,text
2,southwestair thanks getting back nashville big thanks pilot baltimore flying snow landing ice
2,southwestair last night thanks following
2,southwestair win always saved day got direct orlando
1,southwestair hi add flight account created
2,southwestair thank finally making boarding pass work passbook
1,southwestair delay today cakairport orlando
1,southwestair winner destinationdragons
1,southwestair thanks reminding upcoming trip florida really need http co p r rt ow
1,southwestair today going day feel thank support throughout coming home nashville octavia
2,southwestair love appreciate fact guy rarely cancelled flight flight time need cancelled flightlation time
0,southwestair flight fll kiosk opened rude attendant everyone late flight http co boh mh cb
0,southwestair website downnnnn ugh
1,southwestair courtsnod hopefully nashville open want come home today
1,hillaconlin southwestair hi get solar charger amazon game changer plug usb charge
0,southwestair please tell make flight tomorrow tryin day leave
0,southwestair bad experience last week broke bicycle brought bike ride fla
0,southwestair tinaisback sorry frustration get rebooked sw rebooked time still stuck smh
0,southwestair minute still waiting ski unloaded ashamed morning
2,southwestair neveind found way thanks making process painless
1,southwestair service promotion moment modelodenegocio innovation innovacion businessmodel
1,southwestair bag late flight checked put different flight oak gt msy trouble tracking help
2,southwestair johnwayneair thank much
2,southwestair official airline divadapouch aka thepoopqueen http co xxy imnp
1,southwestair trying get home nashville stuck dallas day flight get morning
2,southwestair able change flight without fee oh two free checked bag best airline ever
2,southwestair wonderfully nice agent austin helped u wish remembered name give proper kudos
0,southwestair bag tv show film
0,southwestair scheduled morning day fact yes sure evening flight one cancelled flightled
0,southwestair update minute pilot turned c longer freezing enjoying waiting reload bag
1,southwestair snow forecasted raleigh nc tomorrow night need know plan reschedule flight rdu wednesday night
1,southwestair need help reservation
0,southwestair seems odd sitting plane get delayed find txt emp working aircraft
0,southwestair really enjoying sitting bwi door wide open c fix baggage error sarcasm
2,southwestair flight phi den staffed great crew freecomedyshow newlifetimecustomer
0,southwestair engadget theverge wired reddit
0,southwestair male flight attendant must playing game called bigger dick people flight chi mid
0,southwestair hold southwest hour automatically hang iusedtoloveu http co tefhpuwmdj
2,southwestair best customer service
2,southwestair big thanks team family emerg day ticket experience excellent st time flying yall last
0,southwestair rd cancelled flightlation day due weather nashville trip airport time communicated late flight sw
0,southwestair left ipad flight erw den opened claim many memory plz help get back
0,southwestair yes dale baggage office wonderful everyone page hour wait
0,southwestair one want commit saying plane getting cancelled flighted customer relation closed patience gone
0,southwestair tried leave monday plane left mine one keep getting delayed missed work pay cab
2,southwestair total win happy th bday intercom chocolate flight kiss chance hand snack thank http co nklozcntto
0,southwestair luggage still found luggage scanned final destination way knowing
2,southwestair thanks excellent response time assistance set
0,southwestair finally got hour set thanks
0,southwestair disheartening experience family lot taxi money wasted
2,southwestair wait thanks response
2,southwestair got covered thanks
0,southwestair please help hold forever check flight
0,southwestair sister family drive mile accommodate rebook timely manner horrible
0,southwestair believe many paying customer left high dry reason flight cancelled flightlations monday bdl wow
2,southwestair thank help resolving problem shannon rock even though rhonda
2,southwestair thanks see happens
0,southwestair appreciate rude solve much least cover cost stolen good
1,southwestair u better define plus one smaller type item carry requirement small backpack
0,southwestair blowing customer service shotwest airline
2,southwestair glad finally resolved bad get free voucher go mine friend travel next time
0,southwestair made standby flight cancelled flighted reason almost hr late flight conf fvf yw swrr
1,southwestair flight booking problem flight vega good promo code
0,southwestair frustrated customer service open seat earlier flight change rip
2,southwestair good going make boston time actually wifi right
0,southwestair please start acting age stop short short
2,southwestair thanks assistance guy rock
0,southwestair self help way put tsa pre check number existing reservation annoying reachable
0,southwestair let leave newark
2,southwestair hey yea got thru everything good well day voucher go appreciate
0,southwestair nashville drive half hour memphis made plane loading
0,southwestair according tv passenger interview landing far uneventful heavy panic breaking
1,southwestair outline policy scenario
1,southwestair contact missing rapid reward credit
0,southwestair chance cancelled flighting flight nashville
1,southwestair travelportland welcome portland sun mt hood southwest http co sahvx zk
0,southwestair airline cancelled flight flight bna stranded philly day hoping get
0,southwestair helpful trying get nashville waive change fee
1,southwestair still able get thanks responding
0,southwestair thanks told hour ago plane left tried stuck waiting hour
1,southwestair winner destinationdragons announced yet
2,southwestair flight today rsw grr able snag free sw agent check look like finally set
2,southwestair yeah figured thanks
2,southwestair thanks drink ticket hook wait first international flight na pumped
0,southwestair took carryon bag essential attire life changing interview tomorrow amp expect compensation
2,southwestair hi saw black history month commercial tv amp im excited support month grant free trip
0,southwestair took bos bwi plane flight stl promised replacement hour late flightr hour delayed happy
2,southwestair though work another major airline love black history month commercial thank
0,southwestair large group majority bag soaked
2,southwestair black history commercial really sweet well done
0,southwestair even voucher picking bag
0,southwestair first interaction people morning bad weather sorry wont flying
0,southwestair yeah told would next flight drove wasnt drove second time
2,southwestair much respect
0,southwestair letting dm
1,southwestair imaginedragons gonna know math test tomoro concentrate destinationdragons
2,southwestair thank thankful feelingtheluv
0,southwestair im praying get home alive
0,southwestair hope happy officially become next americanair profitbeforepeople imo bankrupt
0,southwestair delay throw priority boarding way amp forgive southwest southwestairlines
2,southwestair got added thank
2,southwestair great thank best luck dealing horrible winter
2,southwestair thank
0,southwestair needed flight info add rapid reward flight first time flown sw mad
0,southwestair keep getting disconnected choosing option unused travel fund automated customer service line so
1,southwestair flight n sw departs mco enroute indianapolis international airport http co qefkfwzo
0,southwestair old miss connection sleep oak get hotel dime rub wrong way late flight
0,southwestair finest moment boston right
0,southwestair bag st woman said would next flight ive got nothing big wig help
1,southwestair use point book rental car
0,southwestair thanks think straight
2,southwestair thanks taking care today michele rocked customer service gate hou
0,southwestair paid rental car go rd day
2,southwestair thank
0,southwestair thanks expected wait long
0,southwestair understand weather issue time cancelled flighted reinstated cancelled flighted hardly update nothing
2,despite mother nature best effort southwestair good humored folk got u home safely area heavily affected winter storm
0,southwestair sadly get much help travel agent disappointing
0,southwestair bos msp msp au au bos site seem display field middle trip add rd
0,southwestair able rebook another flight drove atl catch flight charged get group
0,southwestair worst customer service earth never fly airline
0,southwestair flight yesterday cancelled flighted got airport today time flight w delayed cancelled flighted reinstated caused
0,southwestair flight n departs mco enroute airport http co fd snvkiem
1,southwestair flight looking tomorrow morning nashville bna fort lauderdale fll
2,southwestair awesome thanks
0,southwestair poisonpill im boat flight jacksonville get
0,southwestair concerned cancelled flight flight bna tomorrow
1,southwestair think flight bna lax get ground tomorrow please snowbama
2,southwestair really appreciate follow always fly reason
2,southwestair piece found safely delivered home afternoon
0,southwestair stop ur b promos anywhere starting click everywhere fly place thats cle nothanks
1,southwestair contact know change destination really evaluate thanks
0,southwestair know one thing delta would never treat customer like
0,southwestair yall trying fly chicago live send home bullshit as customer service
0,southwestair flight cancelled flightled one week customer service
0,southwestair flight cancelled flightled yall im sick
0,southwestair poor customer service thru cxl flight flew delta
0,southwestair yall corporate number bc yall trying accommodate
2,southwestair el paso deal may
0,southwestair checkin online flight tmrw fr cancun undefined error amp working family want cgroup help
0,southwestair anyone ever answer phone poor
0,southwestair min departure announced update update time status everyone standing comeon
0,southwestair get kind update delayed flight boston houston really need back home tonight
0,southwestair matt e bos long hold waited minute gave
1,southwestair know hard predict flight dallas nashville tomorrow
0,southwestair plan make southwest app android crappy
2,southwestair thanks keep checking trying book first disney world vacation
0,southwestair thanks taking good care luggage http co pivxean jy
0,southwestair yeah rebooked tomorrow hoping rd time charm cancelled flightled flight
2,southwestair thank know ya control weather appreciate ya working get flight rebooked last two day
1,southwestair iiiii need help flight schedule haha
0,southwestair make premium wifi pay decent slow fi
2,southwestair time time next flight thursday
0,southwestair extremely disappointed poor customer service provided cancelled flighting flight today unprofessional
0,southwestair helped nice lady phx checkin spent hour hold hour might want look efficiency
0,southwestair told last time would never fly really messed today thanks flight worst airline ever
0,southwestair done messed planned trip costarica penny vacatime
0,southwestair sorry sat plane hour waiting engine fixed got luggage lost k
1,southwestair flight tomorrow wed den bna delayed cancelled flightled
0,southwestair show one flight one way try go home page book roundtrip nothing available
1,southwestair flying tomorrow please dont cancelled flight lol
0,southwestair need help cancelled flighting flight back call time ridiculous
2,southwestair fattuesday great job celebrating mardigras today atlanta airport another reason nut http co wbzorrn c
0,southwestair customer service terrible terrible thought know
1,southwestair winner destinationdragons announced
2,southwestair awwweesssooomee
0,southwestair pt expired made prchase online retailer b told sw show wks l keepmy pt
1,southwestair guy must swamped even took corporate travel long time get everything worked end
1,southwestair tremendous job atlanta airport saw sw celebrate mardi gras another reason nut guy http co wbzorrn c
0,southwestair officially worst customer service airline ever dealt southwestairlines poor
1,southwestair think need follow dm
0,southwestair fastest response day hour phone never got hold hour line never got flight booking problem desk
0,southwestair rebook atlanta amp drive nashville pay ridiculous price difference bad weather good business
1,southwestair expect open reservation november
2,southwestair amazing customer service well definitely fly guy instrument involved
1,southwestair going flying nashville deicer short plane tomorrow morning
2,southwestair social medium team said sorry thankfully submitting complaint got resolution amazing rep called
1,southwestair scheduled come back tomorrow finally know swa flown fly nashville yet delta
0,southwestair flight cancelled flightled wife stuck phoenix way slc san thanks lot southwest
0,southwestair never got cancelled flightlation text morning either bushleague number call weakservice
2,southwestair know whats blackhistorymonth commercial another thing add reason fly southwestairlines
0,southwestair late flight
1,southwestair u get flt instead rt
0,southwestair seriously wtf nochill http co esd xd v r
0,southwestair yes explain hour minute hold time
0,southwestair mco gt dca flight almost full people screwed msy dca cancelled flightation united usairways cancelled flight swa mistake
1,southwestair take electric skateboard domestic flight policy listed site regular board apply
1,southwestair dm
2,southwestair employee great
1,southwestair confirmation number new reservation fp traveling year old please email jennifer cascino gmail com
0,southwestair charging station san
2,southwestair thanks reply something phone becuz dropped call hour hold got ring
2,southwestair thank voucher long wait runway saturday night bwi really appreciate swfan
1,southwestair need song next commercial http co ju rhz rqc swa love
2,southwestair jh thank finally got second time
0,southwestair need fly gsp dsm claim sched avail book separately together
0,southwestair thank hung hr min hold would like dm contact info
0,southwestair checkin system poor
2,southwestair haha thanks explanation
1,southwestair employee spreading bit mardigras cheer morning atlanta nftyconvention http co ttbty ilo
0,southwestair trouble checking please add dm
0,southwestair wifi yesterday flight extremely slow waste lost travel time work
0,southwestair flight cancelled flightled monday looking cancelled flight credit card
0,southwestair still ground gt min planned departure california weather originally told min delay
0,southwestair yet supposed get early evening tonight want go store buy new necessity
0,southwestair possible call swa phone put hold hour cut
2,southwestair gf yr sf amp live tulsa swa always take see love southwestluvsweeps
1,southwestair hi got known traveler would like add flight already purchased best option
0,southwestair nashville airport runway open appears southwest airline cancelled flighting flight likely change
0,southwestair phone hour waiting please answer thank notcool
1,southwestair tomvh get rr credit card get point family way
2,southwestair sent thanks vp
1,southwestair tsa pre boarding pas mean http co hmmqczkcf
0,southwestair still stranded dc sat kid starving exhausted
0,southwestair flight pilot spilled tea radio yay delay almost hour
0,southwestair sent
1,southwestair haha yeah making joke
2,southwestair thank much stepping game making day night elevator music much appreciated
0,southwestair used love keep rescheduling flight southworst
0,southwestair start already wasted hr phone wait time already
2,southwestair talking customer service united make appreciate even could learn much
0,southwestair brother amp girlfriend flight cancelled flightled time leaving hour late flight dropping letter grade school help
2,southwestair thanks response able get situation resolved fan mother nature today
1,southwestair way add known traveler number existing reservation online
1,southwestair need offer college student discount fly home
0,southwestair cancelled flightled flight bna flight bna mdw tomorrow stranded den hold day
2,southwestair thanks think got figured
1,southwestair lga san diego
0,southwestair missing point one account spread four assuming create account
0,southwestair right point kid fly often bought four round trip ticket dtw phx
2,southwestair got flight thursday looking something tomorrow anything available
1,southwestair desparately need yall make nonstop bna gt tul cmon popular right annebevi paulbev mikeabramson
1,southwestair thank response got getting point onto reward account
1,southwestair tried dm let say following
1,southwestair chance flight leaving bna tomorrow lga
2,southwestair got squared away thank man inside help
1,southwestair sent dm detail
0,southwestair good thing noticed routed total passenger impossible triple connection well
0,southwestair gate agent routed impossible itinerary find new airline get u home super bummed
0,southwestair auto callback wait hold
0,southwestair received email w reso email associated swa account cc info sister fraud please dm
1,southwestair thank
0,southwestair onboard wifi bad taking minute send tweet working table disappointed
2,southwestair another great flight amp crew la vega chicago thanks
0,southwestair recommend upgrading ivr using call back email texting know caller
0,southwestair entire flight luggage missing dca hour nobody know anything
0,southwestair cbssoxfan get hold called twice kicked call phonedied alistpreferred http co tzz vbmbs
0,southwestair airline flying bna today
2,southwestair finally got thanks
0,southwestair spent minute counting hold w today first minute gave trying amp rd min
0,southwestair ive airline everyone else great soured whole experience hope next time
2,southwestair thanks got put flight tomorrow much faith get ground tomorrow though
0,southwestair think shot find flight arrives business san thu really want go
0,southwestair woman working counter philly need fired due bad weather along passenger
0,southwestair earlier reflight booking problem flight get screencap said unspecified error call swa
0,southwestair buying early bird pointless moved diff flight b c first one delayed lost boarding position
0,southwestair problem website tried making change w app site got unspecified error
2,southwestair paytontaylor love southwest payton taylor
1,southwestair rdu flight expected ok afternoon tonight
0,southwestair super disappointed today first time stress book flight another airline airport
0,southwestair put next flight available tomorrow morning idea bna open morning flight
0,southwestair hey swair tortured boarding flight due one gate agent board assisted folk one time
0,southwestair understand delay stuck plane longer flight unacceptable
1,southwestair absolutely send
2,southwestair worry best u already cancelled flighted biz trip still luv rr
0,southwestair year flying never pissed many incident one flight
0,southwestair heard apology time gt min hold flying another airport different time delayed
1,southwestair happily need follow order dm
0,southwestair make sure tell everyone know around horrible experience also post business page
0,southwestair currently im bringing year old bathroom rushed flight attendant
2,southwestair worry got thru eventually curious best luck dealing weather
0,southwestair terribly inspired call customer service future
0,southwestair also said even book flight put hold amp someone else
0,southwestair person talked anything normally available online charge part
0,southwestair someone help set callback today
0,southwestair cancelled flightlations link rebook like initial storm issue
0,southwestair really guidance call via phone back logged could done online minute
0,southwestair rebook flight board bham
0,southwestair please send number call talk person put hold
0,southwestair flt buf mco conf fgkxv please also look reimburse car count cancelled flight
0,southwestair almost hour hold need cancelled flight flight get refund airline operating
0,southwestair need accommodating loyal customer happy
2,southwestair yes thank oct oct
0,southwestair bernhardtjh eventually get flight cancelled flightled decided drive gave holding process refund
1,southwestair already rebooked tomorrow finger crossed
1,southwestair followed
0,southwestair worst customer service terrible attitude care big storm employee need attitude adjustment
1,southwestair could send dm
1,southwestair following think dm follow
0,southwestair flight cancelled flightled bna reschedule travel fund put back account future use
0,southwestair kidding needed help yesterday landed waiting connection never fly southwest
0,southwestair bag back ding
0,southwestair yeah bruh bool niggaz need hire worker something cause next time imma forced ta disrespect
2,southwestair always fly sw loyalrrmember
2,southwestair thank someone finally answered able change flight cancelled flighted bc ice thank response
0,southwestair trying add dog flight get
0,southwestair need request refund flight cancelled flightled morning due weather
2,southwestair thanks ton
2,southwestair luv ya sing song finally get plane back nashville lovesouthwestair
1,southwestair hi thanks exact link specific page site share flight status thx
1,southwestair notpghtimothy exception national award
1,southwestair idea flight nashville tomorrow clear cancelled flightled
2,southwestair sale delighted
2,southwestair time thank
2,southwestair finally integration w passbook great valentine gift better chocolate flight heart
1,southwestair gruber finally
2,southwestair guy awesome dontchangeathing luv
2,southwestair karen customer service helpful thank providing one bright spot frustrating situation
0,southwestair twitter say dm someone unless follow southwestair follows twitter thanks
0,southwestair thank twitter say dm someone unless follow southwestair follows twitter
1,southwestair sold
1,southwestair others
0,southwestair follow flight cancelled flightled rebook online hold hour would love dm flight info thank
0,southwestair also find ridiculous tweeting since est still received response hour
0,southwestair thanks yes got biggest frustration longer able check online flight cancelled flight
0,southwestair flight still getting logan manage get one snowing
0,southwestair min wait phone option callback finally hang phone dying customerservice
1,southwestair landing early morning bwi airport snowfall http co aprzspxige
2,southwestair thanks
1,southwestair sure fhk te scheduled leave weekend need push october
2,southwestair good flight eventually took landed safely oh got free cup wine thx
1,southwestair noticed rate increased day ago promotion ended idea another promotion coming thanks
0,southwestair flight nashville today kidding airline flying frustrated
1,southwestair say yall sold amp coworkers would need get first available
0,southwestair trying change family vacation due measles outbreak able get anyone phone help
1,southwestair f r zz
2,southwestair got mess dtw staff great
0,southwestair challemann flying lga dead winter jvstatus ewr amp jfk always intelligent option
2,southwestair great job passbook integration really help streamline commute san fran
0,southwestair need reschedule flight hold almost hour ridiculous best number call
0,southwestair condescension must quality co reward tone reek
2,southwestair great job looking forward next trip able use new feature
1,southwestair update flight bna today
1,southwestair could tell upgrade available flight stl tomorrow morning
0,southwestair disappointed customer service right flight one cancelled flightled airport amp losing day trip
0,southwestair hold hour cool guy
0,southwestair hold hour amp half trying change flight bna happy customer service right
1,southwestair got thanks insight happen tomorrow
1,southwestair chance adding lax gt jfk direct time future
0,southwestair thank given reply year ago direct area learn improvement
0,southwestair disconnected call hour without even speaking octaviannightmare
0,southwestair injured check yesterday u told go dr hold swa hour trying talk someone suggestion
0,southwestair trying get phone confirm fund cancelled flightled reservation still used future u help
0,southwestair considered adding call back someone free feature support line
0,southwestair hold customer service hour help
0,southwestair hold hour type ridiculous need link chart route time
1,southwestair sent
0,southwestair flight cancelled flightled reflight booking problem online worked second round hold hr option
0,southwestair kudos rsw c crew routing pax alleviate sale due graded eqp
1,southwestair trying fly nashville tomorrow looking
1,southwestair think flight nashville cancelled flighted tomorrow
0,southwestair try get customer destination help get another airline flight day
0,southwestair list preferred customer loyal swa however inflight wifi better today year ago
2,southwestair thank
0,southwestair bad getting memo reservation contains modification prevent changing online fusturated
0,southwestair almost hour hold hour life get back thanks http co iyuzm puvs
0,southwestair discount three delay
0,southwestair tried online told must call b c modification reservation hold almost hour
2,southwestair twitter outstanding customer service thank
2,southwestair finally
1,southwestair trying get cust relation another use
1,southwestair fly may rd plz advise
0,southwestair worst customer service airline ever flown
0,southwestair need update flight amp hold hour
0,southwestair hi flight bna lga cancelled flighted morning look like flight bna taking chance
1,southwestair link article say route time route likely like tul dal pm none
1,southwestair southwest mobile boarding pass available io passbook http co xmrvr lgeg http co wjoc f su torus leggieri
0,southwestair cancelled flightled flight bna today hold hour frustrated
2,southwestair beautiful thanks ton
0,southwestair tried rebook online say pay difference price please help
0,southwestair showing flight delayed would boarding pas still good seat given away
0,southwestair update flight online bc cancelled flighted twice already going hour hold
0,southwestair guy real hold hour including one hangup please someone reach get back
1,southwestair kind early idea date first week sept come available
0,southwestair last time arrived lasairport gate blocked slow depart plane leading min delay
0,southwestair hold gt minute cancelled flightled flight still talked anyone flight soon give
0,southwestair hoping answer phone today
0,southwestair husband hold hr got disconnected new wait min confirm re due fact booked line nut
2,southwestair thanks yall expect operational tomorrow nashville
0,southwestair guy jacked price said price going lowered smh
0,southwestair hold hour hung cancelled flightled flight running daycare kid trapped home
0,southwestair really unhelpful rebook online http co n svl
0,southwestair allows passenger harass u gate agent mistakefurious nothing amp yo scared
0,southwestair flight cancelled flightled let rebook online wait time phone long please help
1,southwestair guy got something inability check online international flight
1,southwestair temporary site glitch longer offering flight grr geg feb find online
0,southwestair answer phone horribleservice neveragain frustrated answerthephone
0,southwestair stuck sju several hour one answering really tough luv sw response bad
2,southwestair nice work update
0,southwestair guy hour phone hold bc volume short staffing
0,southwestair cool bag take bit longer dont give baggage blue ball turn carousel tell coming
2,jetblue yesterday way ewr fll take wheelsup jetbluesofly http co xkiy kq j
1,jetblue hope fly often would hate change airline
1,jetblue flight savannah ga
0,jetblue flight came late flight jetblue employee informed u
0,jetblue everyone pilot found last flight plane dirty clean area amp seat
1,jetblue update flight would appreciated time thanks
1,jetblue check dm please
0,jetblue hey guy last flight earn pt http co sywlmtzek
0,jetblue aisle empty evermoreroom seat move bc pay nonsense waste jetblue jetbluebos cheap
0,jetblue marty st george really zero clue still job nobaggagefees http co tjdzamhpew
0,jetblue booked tomorrow higher st reservation pgfryz get standby list tonight would help
1,jetblue submitted hoping quick decision tied another donation received proposal th annual gala org boundless reader
0,jetblue cancelled flighting flight pushing next day lose hotel trying get day flight
2,jetblue thank information
1,jetblue know suicide second leading cause death among teen
1,jetblue ok dominican republic number
0,jetblue ive tried phone laptop
0,jetblue cancelled flighted flight went another airline leave day cancelled flighted also called jetblue amp got flight
1,jetblue sale please soon need tan
1,jetblue yeah looking specific date keep checking daily fare drop
1,jetblue hello good afternoon need know much flying summer june th
0,jetblue wondering website issue today trying book flight visa always use rejecting
0,jetblue upset lack communication received time flight mco
1,jetblue date destination headed
0,jetblue spent three hour talking different people help probably using jetblue
2,jetblue great
2,jetblue thanks great recap able sleep nervous bad guy getting away
1,jetblue flying w infant st time bring canister powder formula carry use plastic formula divider
2,jetblue flight proud fly jet blue
2,jetblue awesome thanks hold
1,jetblue sure anything help great
0,jetblue call back five time get someone phone knew time getaway went
0,jetblue really flight bay area chicago anymore lame lame
0,jetblue book flight outdated forced opt verified visa nonsense help girl want get sxsw
1,jetblue stop trying make fleek happen pointsme
0,jetblue luggage fee b flying jb least aa give platinum pas bag tired overchging bg herded like cattle slaughter
2,jetblue see working picking trip two type
0,jetblue poop barely work
2,jetblue thanks quick reply wanted make sure account
0,jetblue wifi lie hate
0,jetblue issue website logging app know entering info correctly cannot sign
0,jetblue trouble signing trueblue today despite right credential getting able sign msg
2,jetblue mind paying snack tix great job guy
1,jetblue flight boston delayed due weather tampa
1,like baejet airway amirite jetblue terrybrokebad right back ya
1,jetblue askamex amex plat holder provided access credit airspace lounge jkf
1,jetblue many thanks always employee professional courteous whenever option go airline
1,jetblue come provide service destin fort walton beach airport
0,jetblue appreciate credit trouble lack personal response trouble
1,catfoodbeerglue enjoy jetblue fleet fleek http co thc rkurt
1,jetblue yer deal never seem include nyc gt pdx nyc gt pgh wish
1,jetblue airline trouble winter amp getting good customer service contact http co aqjn hwnac negotiate resolution
1,jetblue thank headed lbc oak
2,jetblue go napkin pretty much say http co oxy jnpjm
1,jetblue fleet fleek http co b ttno xu
2,jetblue ruth slobodin sure love see ruth justdoit youknowyouwantto know well
1,jetblue love never work day life
1,jetblue drop take two people vice versa back forth
2,jetblue need cut service charge give better flying experience use jet blue first place
2,jetblue longing look blue eye firstlove
2,jetblue best flyfi ondemand leatherseats hipunis legroom
1,sigh jetblue fleet fleek http co w nl ay bl
1,jetblue please start flying guyana soon
1,jetblue leave certain thing kid
2,eatgregeat wow thx thinking u greg heard sobewff amazing heard jetblue p thx info teamnkh
2,jetblue annnndddd booked flight easy
0,jetblue thank credit however submitted complaint property vacation package hope listen
1,jetblue fleet fleek http co clu pdprhp
2,jetblue thank much
0,jetblue need help moving dc amp want book one way fare website seem let missing something
2,jetblue glowing crew aircraft sparkled guy know nokidhungry right might good partnership
1,jetblue jetbluecheeps friend bought ticket last night one route cost way help
1,jetblue returning foodnetwork sobewff limited carry space tummy next flight try snack
2,jetblue glad like feel free steal
2,jetblue blue helped bring color eye promise eat free snack
2,jetblue thanks customer like stay loyal check landing
2,jetblue pulling gate sunrise bostonlogan morning jetbluesofly jetblue airbus http co jgdu u dz
2,jetblue thx quick response yep tried find flight input confirmation
2,jetblue wish everyone felt like
2,jetblue sound great thank
0,jetblue upon sale include btv usual jetbluehatesbtv
0,jetblue link flight last week trublue account num answering make fly delta dont
2,jetblue nice see veteran advantage program gate sunday mco keep good work jetblue
2,jetblue incredible pr team
2,jetblue thanks finding lower fare already carrier direct flight july
0,jetblue get u flight vieques good right looking promising
0,jetblue dm
1,jetblue offering special fare gopuregrenada discovergrenada http co mbcehcszx caribbejan islandexpert http co zm jkalzl
1,jetblue believe website said could receive credit upcoming flight since cancelled flighted last one true
1,jetblue month ago flight booked cancelled flight flight booking problem separate flight different occasion
1,jetblue hi friend question moment
2,jetblue jannasaurusrex thanks kind word janna weappreciateyou trueblue feeling like bos jetbluefame
2,jetblue boarding back airplane first like bos sosmart jetblue frequentflyerappreciates alsoyayforsnacks
2,jetblue sooo earlier said couldnt fly school trip
0,jetblue flight delayed buffalo direct flight plane gate
0,jetblue missing connecting transportation puerto rico result need get vieques today
0,jetblue supposed vieques pm
0,jetblue customer service today deplorable plenty way u could gotten u flight badcustomerservice
0,jetblue absolutely missed connection caused u miss ferry vieques get u vieques also flight voucher prbound
1,jetblue hi rough idea january flight made available
0,jetblue sending n jb uvf today weekday weekend
2,jetblue always amazing jetblue trueblue http co iimtjxcvlg
0,jetblue experienced better service making connecting flight united americanair badcustomerservice jfk pr
1,jetblue gate main terminal dca natca member keeping watch atct avgeek http co hpsieaokwh
2,jetblue great land jfk
0,jetblue service getting worse worse plane fly waiting nd aircraft much planning
2,jetblue haha ty know time lane open logan
1,jetblue flight n jb jblu arrives flytpa following flight westchester county airport http co xx jxqep
0,jetblue seat assignment min flight line people deep guess sitting baggage marinadomine
1,jetblue go nd round trip ca week trueblue
2,jetblue sure
1,jetblue want custom long beach airport future international flight ericbradleypt http co j hb jdver cc briansumers
0,jetblue worst flying experience ever suffered appreciate money back
2,jetblue second call customer service fifth person talked amazing rep fixed min persistence
1,rt jetblue fleet fleek http co wezumdimyf
2,jetblue thanks much
0,jetblue wife sent family invite never accepted locked family account never got created
1,jetblue hey guy tail number assigned yet flight tomorrow
0,jetblue spent hour phone customer service find help need help family pooling asap
1,airport ready get jetblue red eye going soooooo sleepy noplacelikehome eventhoughits degreesathome
0,jetblue customer service say since wife setup family account join mine year help fix please
0,jetblue full capacity also pid extra seat perhaps crew could helpful
0,jetblue twice said dim light first flight
1,jetblue maatkare hope still bae tatianaking thewayoftheid haa man
1,jetblue domestic wanted idea get surprised
2,jetblue make two u lol blushing
1,jetblue would storage container like green one acceptable check luggage gal tote http co mjtk sfuhg
2,jetblue happy anniversary hard believe young
0,jetblue jfk nyc staff amazing lax jetblue sending email detail disappointing experience jetbluecheeps
2,jetblue super smooth flight landing nicely done
1,jetblue try harder take winner attitude work
0,jetblue better better passenger flight jfk pwm
0,jetblue would air new plane redirected mechanical error aka delay
0,jetblue delay flight redirect gate tell stuck original gate would
1,jetblue fleet fleek http co vxn j v happened
0,jetblue definitely note whoever stole
0,jetblue hour policy called said report soon enough would changed noticed sooner
0,jetblue hopefully help someone future would different procedure discovered theft sooner
0,jetblue soon realized try figure stealing people bag security camera anything
0,jetblue since stranded syr without ride missed window opportunity right matter hour
0,jetblue absolutely worry never flying ever even hitch hike cross country passengersarepeople
0,jetblue dont lose luggage
0,jetblue directed mobile website direct link get together
0,jetblue made many mistake short period time would lost job point
0,jetblue understand ur someone traveled hour get early relax b flight etc adv notice maybe
0,jetblue one four flight trip time company problem
1,stop madness rt jetblue fleet fleek http co x usbj fv
1,jetblue find good photo got one goodnight
2,jetblue fyi onboard comfortably travelling jfk seat problem said thanks making flying civilized
2,jetblue like follow jetblue
1,jetblue
0,jetblue datingrev mco lag two hour delay sitting tarmac going minute infant cry plane get u plane
0,jetblue maintenance flight landed jamaica go security get term cleaned board
0,jetblue answer
1,jetblue ask ask pilot tell name aiecraft
1,jetblue airport code test go slc bos mco
1,jetblue fleet fleek http co bbm pabort lt lt fuckin funny
1,jetblue flight lie flat seating stl pdx around date march
1,jetblue formally request lbairport longbeachcity establish custom facility international flight http co jbyvmsod
1,jetblue flight charleston tomorrow time possibility delay cancelled flightlations
0,jetblue well plane landed international terminal announced pm new time
0,jetblue seat waiting hold minute gone stay another night charleston pricy
0,jetblue ok cancelled flight flight tmrw weather amp rebook flight next day flight tmrw night compensation
0,jetblue guess able anything improve time look even late flightr going zombie tomorrow
1,welp jetblue fleet fleek http co kwuek ukbc
1,jetblue plan repair brand http co ui ypzh via wsj
1,jetblue ok hope thy bahamas next
1,jetblue fleet fleek http co xmav g w http co ela tntcir
2,jetblue trying make look bad website say due weather charleston nc actually sc nc
1,jetblue people working contact project work
1,jetblue chging flight isit possible pay fare difference dollar ticket bought completely via point redemption
0,jetblue home guy recovered laugh extra day barbados open cuba soon
0,jetblue one look must getting old damn
1,oh yeah rt jetblue fleet fleek http co ftv nwwqf
1,jetblue guy flying froward bahamas
1,jetblue fleet fleek http co wsg olgo
2,jetblue btw thanks responding quickly
1,jetblue weird picked city test worked one want work phone though use
0,jetblue flight tomorrow morning cancelled flighted amp seem rebook even get seat clear answer cancelled flighted
1,listen im gonna deny rt jetblue fleet fleek http co enxv rkbu
1,rt jetblue fleet fleek http co dsdebodmel
