airline_sentiment,text,aspects
0,southwestair concerned cancelled flight flight bna tomorrow,"['Punctuality', 'Price', 'Service']"
1,southwestair think flight bna lax get ground tomorrow please snowbama,"['staff', 'Price', 'Punctuality']"
2,southwestair really appreciate follow always fly reason,"['Service', 'staff', 'Safety']"
2,southwestair piece found safely delivered home afternoon,"['staff', 'Service', 'Safety']"
0,southwestair stop ur b promos anywhere starting click everywhere fly place thats cle nothanks,"['staff', 'Punctuality', 'Cleanliness']"
1,southwestair contact know change destination really evaluate thanks,"['Service', 'staff', 'Safety']"
0,southwestair know one thing delta would never treat customer like,"['Price', 'Punctuality', 'comfort']"
0,southwestair yall trying fly chicago live send home bullshit as customer service,"['staff', 'Punctuality', 'Service']"
0,southwestair flight cancelled flightled one week customer service,"['Service', 'staff', 'Cleanliness']"
0,southwestair flight cancelled flightled yall im sick,"['staff', 'Punctuality', 'Price']"
0,southwestair poor customer service thru cxl flight flew delta,"['Service', 'Cleanliness', 'staff']"
0,southwestair yall corporate number bc yall trying accommodate,"['staff', 'comfort', 'Price']"
2,southwestair el paso deal may,"['comfort', 'Punctuality', 'Cleanliness']"
0,southwestair checkin online flight tmrw fr cancun undefined error amp working family want cgroup help,"['staff', 'Punctuality', 'Service']"
0,southwestair anyone ever answer phone poor,"['staff', 'Service', 'Punctuality']"
0,southwestair min departure announced update update time status everyone standing comeon,"['Price', 'comfort', 'Punctuality']"
0,southwestair get kind update delayed flight boston houston really need back home tonight,"['Price', 'Punctuality', 'Service']"
0,southwestair matt e bos long hold waited minute gave,"['Punctuality', 'comfort', 'Cleanliness']"
1,southwestair know hard predict flight dallas nashville tomorrow,"['staff', 'Service', 'Cleanliness']"
0,southwestair plan make southwest app android crappy,"['staff', 'Price', 'Punctuality']"
2,southwestair thanks keep checking trying book first disney world vacation,"['Service', 'staff', 'Cleanliness']"
0,southwestair thanks taking good care luggage http co pivxean jy,"['Baggage', 'Service', 'staff']"
0,southwestair yeah rebooked tomorrow hoping rd time charm cancelled flightled flight,"['Price', 'Punctuality', 'comfort']"
2,southwestair thank know ya control weather appreciate ya working get flight rebooked last two day,"['staff', 'Service', 'comfort']"
1,southwestair iiiii need help flight schedule haha,"['staff', 'Cleanliness', 'Price']"
0,southwestair make premium wifi pay decent slow fi,"['comfort', 'staff', 'Cleanliness']"
2,southwestair time time next flight thursday,"['staff', 'Cleanliness', 'Punctuality']"
0,southwestair extremely disappointed poor customer service provided cancelled flighting flight today unprofessional,"['Cleanliness', 'Service', 'staff']"
0,southwestair helped nice lady phx checkin spent hour hold hour might want look efficiency,"['staff', 'Punctuality', 'Service']"
0,southwestair told last time would never fly really messed today thanks flight worst airline ever,"['staff', 'Price', 'Safety']"
0,southwestair done messed planned trip costarica penny vacatime,"['Punctuality', 'Price', 'staff']"
0,southwestair sorry sat plane hour waiting engine fixed got luggage lost k,"['Seat', 'Price', 'Punctuality']"
1,southwestair flight tomorrow wed den bna delayed cancelled flightled,"['staff', 'Price', 'Punctuality']"
0,southwestair show one flight one way try go home page book roundtrip nothing available,"['Punctuality', 'staff', 'Price']"
1,southwestair flying tomorrow please dont cancelled flight lol,"['Price', 'staff', 'Punctuality']"
0,southwestair need help cancelled flighting flight back call time ridiculous,"['staff', 'Price', 'Punctuality']"
2,southwestair fattuesday great job celebrating mardigras today atlanta airport another reason nut http co wbzorrn c,"['staff', 'Service', 'Price']"
0,southwestair customer service terrible terrible thought know,"['staff', 'Service', 'Cleanliness']"
1,southwestair winner destinationdragons announced,"['staff', 'comfort', 'Service']"
2,southwestair awwweesssooomee,"['staff', 'comfort', 'Service']"
0,southwestair pt expired made prchase online retailer b told sw show wks l keepmy pt,"['Price', 'Punctuality', 'Service']"
1,southwestair guy must swamped even took corporate travel long time get everything worked end,"['staff', 'Punctuality', 'Service']"
1,southwestair tremendous job atlanta airport saw sw celebrate mardi gras another reason nut guy http co wbzorrn c,"['staff', 'Cleanliness', 'Service']"
0,southwestair officially worst customer service airline ever dealt southwestairlines poor,"['staff', 'Seat', 'Cleanliness']"
1,southwestair think need follow dm,"['staff', 'Price', 'Service']"
0,southwestair fastest response day hour phone never got hold hour line never got flight booking problem desk,"['staff', 'Service', 'Punctuality']"
0,southwestair rebook atlanta amp drive nashville pay ridiculous price difference bad weather good business,"['Price', 'Punctuality', 'Service']"
1,southwestair expect open reservation november,"['Cleanliness', 'comfort', 'Service']"
2,southwestair amazing customer service well definitely fly guy instrument involved,"['Service', 'staff', 'Punctuality']"
1,southwestair going flying nashville deicer short plane tomorrow morning,"['Price', 'comfort', 'Cleanliness']"
2,southwestair social medium team said sorry thankfully submitting complaint got resolution amazing rep called,"['comfort', 'Price', 'Punctuality']"
1,southwestair scheduled come back tomorrow finally know swa flown fly nashville yet delta,"['Punctuality', 'Cleanliness', 'Price']"
0,southwestair flight cancelled flightled wife stuck phoenix way slc san thanks lot southwest,"['Price', 'Punctuality', 'staff']"
0,southwestair never got cancelled flightlation text morning either bushleague number call weakservice,"['Punctuality', 'Cleanliness', 'comfort']"
2,southwestair know whats blackhistorymonth commercial another thing add reason fly southwestairlines,"['staff', 'Service', 'Safety']"
0,southwestair late flight,"['staff', 'Cleanliness', 'Price']"
1,southwestair u get flt instead rt,"['Price', 'comfort', 'Punctuality']"
0,southwestair seriously wtf nochill http co esd xd v r,"['staff', 'Punctuality', 'Price']"
0,southwestair yes explain hour minute hold time,"['comfort', 'Price', 'Cleanliness']"
0,southwestair mco gt dca flight almost full people screwed msy dca cancelled flightation united usairways cancelled flight swa mistake,"['Punctuality', 'Service', 'Price']"
1,southwestair take electric skateboard domestic flight policy listed site regular board apply,"['Cleanliness', 'Punctuality', 'staff']"
1,southwestair dm,"['staff', 'Service', 'comfort']"
2,southwestair employee great,"['staff', 'Service', 'Punctuality']"
1,southwestair confirmation number new reservation fp traveling year old please email jennifer cascino gmail com,"['Service', 'comfort', 'Cleanliness']"
0,southwestair charging station san,"['staff', 'comfort', 'Service']"
2,southwestair thanks reply something phone becuz dropped call hour hold got ring,"['Punctuality', 'Seat', 'Price']"
2,southwestair thank voucher long wait runway saturday night bwi really appreciate swfan,"['staff', 'Service', 'comfort']"
1,southwestair need song next commercial http co ju rhz rqc swa love,"['staff', 'Seat', 'comfort']"
2,southwestair jh thank finally got second time,"['staff', 'comfort', 'Punctuality']"
0,southwestair need fly gsp dsm claim sched avail book separately together,"['Punctuality', 'Cleanliness', 'Service']"
0,southwestair thank hung hr min hold would like dm contact info,"['comfort', 'Punctuality', 'Service']"
0,southwestair checkin system poor,"['staff', 'Cleanliness', 'Price']"
2,southwestair haha thanks explanation,"['Service', 'staff', 'Price']"
1,southwestair employee spreading bit mardigras cheer morning atlanta nftyconvention http co ttbty ilo,"['staff', 'comfort', 'Punctuality']"
0,southwestair trouble checking please add dm,"['Price', 'Service', 'comfort']"
0,southwestair wifi yesterday flight extremely slow waste lost travel time work,"['staff', 'Price', 'Punctuality']"
0,southwestair flight cancelled flightled monday looking cancelled flight credit card,"['Price', 'staff', 'Punctuality']"
0,southwestair still ground gt min planned departure california weather originally told min delay,"['Price', 'Punctuality', 'staff']"
0,southwestair yet supposed get early evening tonight want go store buy new necessity,"['staff', 'Punctuality', 'Price']"
0,southwestair possible call swa phone put hold hour cut,"['Punctuality', 'Safety', 'staff']"
2,southwestair gf yr sf amp live tulsa swa always take see love southwestluvsweeps,"['staff', 'Service', 'Food']"
1,southwestair hi got known traveler would like add flight already purchased best option,"['staff', 'Price', 'Service']"
0,southwestair nashville airport runway open appears southwest airline cancelled flighting flight likely change,"['staff', 'Punctuality', 'Price']"
0,southwestair phone hour waiting please answer thank notcool,"['Service', 'staff', 'comfort']"
1,southwestair tomvh get rr credit card get point family way,"['staff', 'Service', 'Punctuality']"
2,southwestair sent thanks vp,"['staff', 'Service', 'Punctuality']"
1,southwestair tsa pre boarding pas mean http co hmmqczkcf,"['staff', 'comfort', 'Price']"
0,southwestair still stranded dc sat kid starving exhausted,"['staff', 'Punctuality', 'comfort']"
0,southwestair flight pilot spilled tea radio yay delay almost hour,"['Punctuality', 'staff', 'Price']"
0,southwestair sent,"['staff', 'Service', 'Punctuality']"
1,southwestair haha yeah making joke,"['staff', 'Price', 'Punctuality']"
2,southwestair thank much stepping game making day night elevator music much appreciated,"['Service', 'staff', 'Entertainment']"
0,southwestair used love keep rescheduling flight southworst,"['staff', 'Service', 'Punctuality']"
0,southwestair start already wasted hr phone wait time already,"['staff', 'Price', 'Punctuality']"
2,southwestair talking customer service united make appreciate even could learn much,"['Service', 'staff', 'comfort']"
0,southwestair brother amp girlfriend flight cancelled flightled time leaving hour late flight dropping letter grade school help,"['Price', 'Punctuality', 'Cleanliness']"
2,southwestair thanks response able get situation resolved fan mother nature today,"['Service', 'staff', 'Safety']"
1,southwestair way add known traveler number existing reservation online,"['Service', 'Cleanliness', 'Punctuality']"
1,southwestair need offer college student discount fly home,"['staff', 'Price', 'Service']"
0,southwestair cancelled flightled flight bna flight bna mdw tomorrow stranded den hold day,"['Punctuality', 'Price', 'comfort']"
2,southwestair thanks think got figured,"['staff', 'Service', 'comfort']"
1,southwestair lga san diego,"['staff', 'comfort', 'Service']"
0,southwestair missing point one account spread four assuming create account,"['Punctuality', 'Service', 'comfort']"
0,southwestair right point kid fly often bought four round trip ticket dtw phx,"['Cleanliness', 'staff', 'comfort']"
2,southwestair got flight thursday looking something tomorrow anything available,"['Cleanliness', 'comfort', 'Service']"
1,southwestair desparately need yall make nonstop bna gt tul cmon popular right annebevi paulbev mikeabramson,"['staff', 'comfort', 'Price']"
1,southwestair thank response got getting point onto reward account,"['Service', 'Punctuality', 'staff']"
1,southwestair tried dm let say following,"['comfort', 'Price', 'Cleanliness']"
1,southwestair chance flight leaving bna tomorrow lga,"['staff', 'Cleanliness', 'Service']"
2,southwestair got squared away thank man inside help,"['Service', 'staff', 'Punctuality']"
1,southwestair sent dm detail,"['Service', 'staff', 'Punctuality']"
0,southwestair good thing noticed routed total passenger impossible triple connection well,"['Price', 'Punctuality', 'comfort']"
0,southwestair gate agent routed impossible itinerary find new airline get u home super bummed,"['staff', 'Cleanliness', 'Punctuality']"
0,southwestair auto callback wait hold,"['comfort', 'Price', 'Cleanliness']"
0,southwestair received email w reso email associated swa account cc info sister fraud please dm,"['staff', 'Punctuality', 'comfort']"
1,southwestair thank,"['staff', 'Service', 'comfort']"
0,southwestair onboard wifi bad taking minute send tweet working table disappointed,"['staff', 'Price', 'Punctuality']"
2,southwestair another great flight amp crew la vega chicago thanks,"['Service', 'staff', 'Safety']"
0,southwestair recommend upgrading ivr using call back email texting know caller,"['Service', 'staff', 'Punctuality']"
0,southwestair entire flight luggage missing dca hour nobody know anything,"['Seat', 'staff', 'comfort']"
0,southwestair cbssoxfan get hold called twice kicked call phonedied alistpreferred http co tzz vbmbs,"['Punctuality', 'Service', 'Price']"
0,southwestair airline flying bna today,"['staff', 'comfort', 'Cleanliness']"
2,southwestair finally got thanks,"['staff', 'comfort', 'Price']"
0,southwestair spent minute counting hold w today first minute gave trying amp rd min,"['Punctuality', 'staff', 'Service']"
0,southwestair ive airline everyone else great soured whole experience hope next time,"['Price', 'Punctuality', 'Cleanliness']"
2,southwestair thanks got put flight tomorrow much faith get ground tomorrow though,"['Punctuality', 'Price', 'Cleanliness']"
0,southwestair think shot find flight arrives business san thu really want go,"['staff', 'Punctuality', 'Price']"
0,southwestair woman working counter philly need fired due bad weather along passenger,"['staff', 'Punctuality', 'Service']"
0,southwestair earlier reflight booking problem flight get screencap said unspecified error call swa,"['Punctuality', 'Price', 'Cleanliness']"
0,southwestair buying early bird pointless moved diff flight b c first one delayed lost boarding position,"['Boarding', 'Price', 'Punctuality']"
0,southwestair problem website tried making change w app site got unspecified error,"['staff', 'Punctuality', 'Cleanliness']"
2,southwestair paytontaylor love southwest payton taylor,"['staff', 'Service', 'comfort']"
1,southwestair rdu flight expected ok afternoon tonight,"['Price', 'Punctuality', 'Cleanliness']"
0,southwestair super disappointed today first time stress book flight another airline airport,"['staff', 'Cleanliness', 'Service']"
0,southwestair put next flight available tomorrow morning idea bna open morning flight,"['Cleanliness', 'Punctuality', 'Service']"
0,southwestair hey swair tortured boarding flight due one gate agent board assisted folk one time,"['staff', 'Price', 'comfort']"
0,southwestair understand delay stuck plane longer flight unacceptable,"['Price', 'staff', 'Cleanliness']"
1,southwestair absolutely send,"['staff', 'Service', 'Punctuality']"
2,southwestair worry best u already cancelled flighted biz trip still luv rr,"['Punctuality', 'Price', 'staff']"
0,southwestair year flying never pissed many incident one flight,"['staff', 'Safety', 'Service']"
0,southwestair heard apology time gt min hold flying another airport different time delayed,"['Seat', 'staff', 'Punctuality']"
1,southwestair happily need follow order dm,"['staff', 'Punctuality', 'Boarding']"
0,southwestair make sure tell everyone know around horrible experience also post business page,"['staff', 'Service', 'Punctuality']"
0,southwestair currently im bringing year old bathroom rushed flight attendant,"['staff', 'Service', 'Punctuality']"
2,southwestair worry got thru eventually curious best luck dealing weather,"['staff', 'Price', 'Punctuality']"
0,southwestair terribly inspired call customer service future,"['staff', 'Service', 'Punctuality']"
0,southwestair also said even book flight put hold amp someone else,"['Punctuality', 'staff', 'Service']"
0,southwestair person talked anything normally available online charge part,"['Price', 'comfort', 'Cleanliness']"
0,southwestair someone help set callback today,"['staff', 'Service', 'comfort']"
0,southwestair cancelled flightlations link rebook like initial storm issue,"['staff', 'Price', 'Punctuality']"
0,southwestair really guidance call via phone back logged could done online minute,"['Service', 'staff', 'Punctuality']"
0,southwestair rebook flight board bham,"['staff', 'Cleanliness', 'Service']"
0,southwestair please send number call talk person put hold,"['Punctuality', 'staff', 'Service']"
0,southwestair flt buf mco conf fgkxv please also look reimburse car count cancelled flight,"['Price', 'Punctuality', 'Service']"
0,southwestair almost hour hold need cancelled flight flight get refund airline operating,"['Punctuality', 'Price', 'comfort']"
0,southwestair need accommodating loyal customer happy,"['Service', 'Punctuality', 'staff']"
2,southwestair yes thank oct oct,"['staff', 'Service', 'comfort']"
0,southwestair bernhardtjh eventually get flight cancelled flightled decided drive gave holding process refund,"['comfort', 'Punctuality', 'Cleanliness']"
1,southwestair already rebooked tomorrow finger crossed,"['staff', 'comfort', 'Cleanliness']"
1,southwestair followed,"['staff', 'comfort', 'Service']"
0,southwestair worst customer service terrible attitude care big storm employee need attitude adjustment,"['Service', 'Cleanliness', 'Punctuality']"
1,southwestair could send dm,"['Price', 'comfort', 'Cleanliness']"
1,southwestair following think dm follow,"['staff', 'comfort', 'Safety']"
0,southwestair flight cancelled flightled bna reschedule travel fund put back account future use,"['staff', 'Price', 'Punctuality']"
0,southwestair kidding needed help yesterday landed waiting connection never fly southwest,"['Price', 'staff', 'Cleanliness']"
0,southwestair bag back ding,"['Price', 'comfort', 'Punctuality']"
0,southwestair yeah bruh bool niggaz need hire worker something cause next time imma forced ta disrespect,"['staff', 'Punctuality', 'Price']"
2,southwestair always fly sw loyalrrmember,"['staff', 'Service', 'comfort']"
2,southwestair thank someone finally answered able change flight cancelled flighted bc ice thank response,"['comfort', 'Punctuality', 'Cleanliness']"
0,southwestair trying add dog flight get,"['staff', 'Price', 'Cleanliness']"
0,southwestair need request refund flight cancelled flightled morning due weather,"['Price', 'Punctuality', 'staff']"
2,southwestair thanks ton,"['staff', 'Service', 'Safety']"
2,southwestair luv ya sing song finally get plane back nashville lovesouthwestair,"['staff', 'comfort', 'Baggage']"
1,southwestair hi thanks exact link specific page site share flight status thx,"['staff', 'Service', 'Punctuality']"
1,southwestair notpghtimothy exception national award,"['Safety', 'staff', 'Cleanliness']"
1,southwestair idea flight nashville tomorrow clear cancelled flightled,"['staff', 'Price', 'Punctuality']"
2,southwestair sale delighted,"['staff', 'Price', 'Food']"
2,southwestair time thank,"['staff', 'Service', 'Boarding']"
2,southwestair finally integration w passbook great valentine gift better chocolate flight heart,"['staff', 'Price', 'comfort']"
1,southwestair gruber finally,"['comfort', 'Price', 'Cleanliness']"
2,southwestair guy awesome dontchangeathing luv,"['staff', 'Service', 'Entertainment']"
2,southwestair karen customer service helpful thank providing one bright spot frustrating situation,"['Service', 'staff', 'Punctuality']"
0,southwestair twitter say dm someone unless follow southwestair follows twitter thanks,"['comfort', 'staff', 'Punctuality']"
0,southwestair thank twitter say dm someone unless follow southwestair follows twitter,"['comfort', 'Punctuality', 'Service']"
1,southwestair sold,"['comfort', 'Cleanliness', 'Safety']"
1,southwestair others,"['comfort', 'Service', 'Cleanliness']"
0,southwestair follow flight cancelled flightled rebook online hold hour would love dm flight info thank,"['staff', 'Safety', 'Service']"
0,southwestair also find ridiculous tweeting since est still received response hour,"['staff', 'Punctuality', 'Cleanliness']"
0,southwestair thanks yes got biggest frustration longer able check online flight cancelled flight,"['Price', 'Punctuality', 'staff']"
0,southwestair flight still getting logan manage get one snowing,"['Price', 'Punctuality', 'staff']"
0,southwestair min wait phone option callback finally hang phone dying customerservice,"['Safety', 'Punctuality', 'comfort']"
1,southwestair landing early morning bwi airport snowfall http co aprzspxige,"['staff', 'Cleanliness', 'comfort']"
2,southwestair thanks,"['staff', 'Service', 'comfort']"
1,southwestair sure fhk te scheduled leave weekend need push october,"['Service', 'staff', 'Punctuality']"
2,southwestair good flight eventually took landed safely oh got free cup wine thx,"['staff', 'Baggage', 'Boarding']"
1,southwestair noticed rate increased day ago promotion ended idea another promotion coming thanks,"['Price', 'Punctuality', 'Service']"
0,southwestair flight nashville today kidding airline flying frustrated,"['comfort', 'Price', 'Safety']"
1,southwestair say yall sold amp coworkers would need get first available,"['staff', 'Punctuality', 'Price']"
0,southwestair trying change family vacation due measles outbreak able get anyone phone help,"['Price', 'staff', 'Cleanliness']"
1,southwestair f r zz,"['staff', 'comfort', 'Service']"
2,southwestair got mess dtw staff great,"['staff', 'Service', 'Boarding']"
0,southwestair challemann flying lga dead winter jvstatus ewr amp jfk always intelligent option,"['staff', 'Safety', 'Food']"
2,southwestair great job passbook integration really help streamline commute san fran,"['staff', 'Service', 'Punctuality']"
0,southwestair need reschedule flight hold almost hour ridiculous best number call,"['Price', 'Punctuality', 'staff']"
0,southwestair condescension must quality co reward tone reek,"['comfort', 'Punctuality', 'staff']"
2,southwestair great job looking forward next trip able use new feature,"['Service', 'staff', 'Price']"
1,southwestair update flight bna today,"['Cleanliness', 'comfort', 'Price']"
1,southwestair could tell upgrade available flight stl tomorrow morning,"['Punctuality', 'Cleanliness', 'Service']"
0,southwestair disappointed customer service right flight one cancelled flightled airport amp losing day trip,"['Cleanliness', 'staff', 'Punctuality']"
0,southwestair hold hour cool guy,"['staff', 'Service', 'Safety']"
0,southwestair hold hour amp half trying change flight bna happy customer service right,"['Service', 'staff', 'Punctuality']"
1,southwestair got thanks insight happen tomorrow,"['Service', 'staff', 'Safety']"
1,southwestair chance adding lax gt jfk direct time future,"['staff', 'Cleanliness', 'comfort']"
0,southwestair thank given reply year ago direct area learn improvement,"['Safety', 'Cleanliness', 'Price']"
0,southwestair disconnected call hour without even speaking octaviannightmare,"['staff', 'Punctuality', 'Price']"
0,southwestair injured check yesterday u told go dr hold swa hour trying talk someone suggestion,"['Punctuality', 'Service', 'staff']"
0,southwestair trying get phone confirm fund cancelled flightled reservation still used future u help,"['Punctuality', 'Price', 'comfort']"
0,southwestair considered adding call back someone free feature support line,"['comfort', 'Price', 'Punctuality']"
0,southwestair hold customer service hour help,"['Service', 'staff', 'Punctuality']"
0,southwestair hold hour type ridiculous need link chart route time,"['staff', 'Punctuality', 'Price']"
1,southwestair sent,"['staff', 'Service', 'Punctuality']"
0,southwestair flight cancelled flightled reflight booking problem online worked second round hold hr option,"['Punctuality', 'Price', 'Cleanliness']"
0,southwestair kudos rsw c crew routing pax alleviate sale due graded eqp,"['staff', 'Service', 'Punctuality']"
1,southwestair trying fly nashville tomorrow looking,"['staff', 'Cleanliness', 'comfort']"
1,southwestair think flight nashville cancelled flighted tomorrow,"['Punctuality', 'Price', 'Service']"
0,southwestair try get customer destination help get another airline flight day,"['staff', 'Service', 'Punctuality']"
0,southwestair list preferred customer loyal swa however inflight wifi better today year ago,"['staff', 'Service', 'comfort']"
2,southwestair thank,"['staff', 'Service', 'comfort']"
0,southwestair bad getting memo reservation contains modification prevent changing online fusturated,"['staff', 'Cleanliness', 'Punctuality']"
0,southwestair almost hour hold hour life get back thanks http co iyuzm puvs,"['staff', 'Price', 'comfort']"
0,southwestair discount three delay,"['comfort', 'Price', 'Safety']"
0,southwestair tried online told must call b c modification reservation hold almost hour,"['Punctuality', 'staff', 'Service']"
2,southwestair twitter outstanding customer service thank,"['Service', 'staff', 'Punctuality']"
2,southwestair finally,"['comfort', 'Price', 'Punctuality']"
1,southwestair trying get cust relation another use,"['comfort', 'Safety', 'Price']"
1,southwestair fly may rd plz advise,"['staff', 'Safety', 'Service']"
0,southwestair worst customer service airline ever flown,"['staff', 'Service', 'Safety']"
0,southwestair need update flight amp hold hour,"['Price', 'Service', 'staff']"
0,southwestair hi flight bna lga cancelled flighted morning look like flight bna taking chance,"['staff', 'Price', 'Punctuality']"
1,southwestair link article say route time route likely like tul dal pm none,"['Punctuality', 'Cleanliness', 'comfort']"
1,southwestair southwest mobile boarding pass available io passbook http co xmrvr lgeg http co wjoc f su torus leggieri,"['staff', 'Boarding', 'Service']"
0,southwestair cancelled flightled flight bna today hold hour frustrated,"['staff', 'Price', 'Punctuality']"
2,southwestair beautiful thanks ton,"['staff', 'comfort', 'Service']"
0,southwestair tried rebook online say pay difference price please help,"['Punctuality', 'comfort', 'staff']"
0,southwestair showing flight delayed would boarding pas still good seat given away,"['Seat', 'staff', 'Price']"
0,southwestair update flight online bc cancelled flighted twice already going hour hold,"['Punctuality', 'staff', 'comfort']"
0,southwestair guy real hold hour including one hangup please someone reach get back,"['Punctuality', 'staff', 'Price']"
1,southwestair kind early idea date first week sept come available,"['staff', 'Service', 'Punctuality']"
0,southwestair last time arrived lasairport gate blocked slow depart plane leading min delay,"['Punctuality', 'Price', 'staff']"
0,southwestair hold gt minute cancelled flightled flight still talked anyone flight soon give,"['Price', 'Punctuality', 'Cleanliness']"
0,southwestair hoping answer phone today,"['comfort', 'Cleanliness', 'staff']"
0,southwestair husband hold hr got disconnected new wait min confirm re due fact booked line nut,"['Punctuality', 'staff', 'Price']"
2,southwestair thanks yall expect operational tomorrow nashville,"['staff', 'Service', 'Punctuality']"
0,southwestair guy jacked price said price going lowered smh,"['Price', 'Punctuality', 'Cleanliness']"
0,southwestair hold hour hung cancelled flightled flight running daycare kid trapped home,"['staff', 'Punctuality', 'Price']"
0,southwestair really unhelpful rebook online http co n svl,"['staff', 'Punctuality', 'Service']"
0,southwestair allows passenger harass u gate agent mistakefurious nothing amp yo scared,"['staff', 'Punctuality', 'Price']"
0,southwestair flight cancelled flightled let rebook online wait time phone long please help,"['staff', 'Punctuality', 'Price']"
1,southwestair guy got something inability check online international flight,"['Cleanliness', 'comfort', 'Service']"
1,southwestair temporary site glitch longer offering flight grr geg feb find online,"['Punctuality', 'Cleanliness', 'comfort']"
0,southwestair answer phone horribleservice neveragain frustrated answerthephone,"['staff', 'Cleanliness', 'Service']"
0,southwestair stuck sju several hour one answering really tough luv sw response bad,"['Seat', 'Punctuality', 'Price']"
2,southwestair nice work update,"['staff', 'Service', 'Safety']"
0,southwestair guy hour phone hold bc volume short staffing,"['staff', 'Punctuality', 'Cleanliness']"
0,southwestair cool bag take bit longer dont give baggage blue ball turn carousel tell coming,"['Price', 'Punctuality', 'staff']"
2,jetblue yesterday way ewr fll take wheelsup jetbluesofly http co xkiy kq j,"['staff', 'comfort', 'Punctuality']"
1,jetblue hope fly often would hate change airline,"['staff', 'Punctuality', 'Price']"
1,jetblue flight savannah ga,"['staff', 'comfort', 'Cleanliness']"
0,jetblue flight came late flight jetblue employee informed u,"['comfort', 'Punctuality', 'Price']"
0,jetblue everyone pilot found last flight plane dirty clean area amp seat,"['Cleanliness', 'Price', 'Punctuality']"
1,jetblue update flight would appreciated time thanks,"['staff', 'Service', 'Safety']"
1,jetblue check dm please,"['staff', 'Cleanliness', 'Punctuality']"
0,jetblue hey guy last flight earn pt http co sywlmtzek,"['staff', 'Punctuality', 'Cleanliness']"
0,jetblue aisle empty evermoreroom seat move bc pay nonsense waste jetblue jetbluebos cheap,"['Punctuality', 'Price', 'staff']"
0,jetblue marty st george really zero clue still job nobaggagefees http co tjdzamhpew,"['Punctuality', 'Price', 'staff']"
0,jetblue booked tomorrow higher st reservation pgfryz get standby list tonight would help,"['staff', 'Cleanliness', 'Punctuality']"
1,jetblue submitted hoping quick decision tied another donation received proposal th annual gala org boundless reader,"['staff', 'Punctuality', 'Safety']"
0,jetblue cancelled flighting flight pushing next day lose hotel trying get day flight,"['staff', 'Price', 'Punctuality']"
2,jetblue thank information,"['staff', 'Service', 'comfort']"
1,jetblue know suicide second leading cause death among teen,"['Punctuality', 'Price', 'comfort']"
1,jetblue ok dominican republic number,"['staff', 'comfort', 'Safety']"
0,jetblue ive tried phone laptop,"['comfort', 'Safety', 'Cleanliness']"
0,jetblue cancelled flighted flight went another airline leave day cancelled flighted also called jetblue amp got flight,"['Punctuality', 'Service', 'Price']"
1,jetblue sale please soon need tan,"['staff', 'Service', 'Punctuality']"
1,jetblue yeah looking specific date keep checking daily fare drop,"['staff', 'Punctuality', 'Cleanliness']"
1,jetblue hello good afternoon need know much flying summer june th,"['staff', 'Service', 'Price']"
0,jetblue wondering website issue today trying book flight visa always use rejecting,"['staff', 'Punctuality', 'Service']"
0,jetblue upset lack communication received time flight mco,"['Cleanliness', 'staff', 'Punctuality']"
1,jetblue date destination headed,"['staff', 'comfort', 'Cleanliness']"
0,jetblue spent three hour talking different people help probably using jetblue,"['Punctuality', 'Service', 'Price']"
2,jetblue great,"['staff', 'Food', 'comfort']"
2,jetblue thanks great recap able sleep nervous bad guy getting away,"['staff', 'comfort', 'Price']"
1,jetblue flying w infant st time bring canister powder formula carry use plastic formula divider,"['Punctuality', 'staff', 'Safety']"
2,jetblue flight proud fly jet blue,"['staff', 'Safety', 'Service']"
2,jetblue awesome thanks hold,"['staff', 'Entertainment', 'Service']"
1,jetblue sure anything help great,"['staff', 'Service', 'Punctuality']"
0,jetblue call back five time get someone phone knew time getaway went,"['Cleanliness', 'Punctuality', 'comfort']"
0,jetblue really flight bay area chicago anymore lame lame,"['staff', 'Punctuality', 'Price']"
0,jetblue book flight outdated forced opt verified visa nonsense help girl want get sxsw,"['staff', 'Punctuality', 'Price']"
1,jetblue stop trying make fleek happen pointsme,"['staff', 'Punctuality', 'Price']"
0,jetblue luggage fee b flying jb least aa give platinum pas bag tired overchging bg herded like cattle slaughter,"['staff', 'Punctuality', 'Price']"
2,jetblue see working picking trip two type,"['comfort', 'Cleanliness', 'Punctuality']"
0,jetblue poop barely work,"['staff', 'Punctuality', 'Price']"
2,jetblue thanks quick reply wanted make sure account,"['Service', 'staff', 'Punctuality']"
0,jetblue wifi lie hate,"['staff', 'Punctuality', 'Safety']"
0,jetblue issue website logging app know entering info correctly cannot sign,"['staff', 'Punctuality', 'comfort']"
0,jetblue trouble signing trueblue today despite right credential getting able sign msg,"['staff', 'Punctuality', 'Service']"
2,jetblue mind paying snack tix great job guy,"['staff', 'Service', 'Price']"
1,jetblue flight boston delayed due weather tampa,"['staff', 'Price', 'Punctuality']"
1,like baejet airway amirite jetblue terrybrokebad right back ya,"['staff', 'comfort', 'Price']"
1,jetblue askamex amex plat holder provided access credit airspace lounge jkf,"['staff', 'Punctuality', 'Service']"
1,jetblue many thanks always employee professional courteous whenever option go airline,"['Service', 'staff', 'Punctuality']"
1,jetblue come provide service destin fort walton beach airport,"['Service', 'staff', 'Safety']"
0,jetblue appreciate credit trouble lack personal response trouble,"['staff', 'Price', 'Punctuality']"
